WorkerId,AcceptTime,SubmitTime,Answer 53,type,grammaticality,sentence,response,rt,locative,subject,copula,question_number
8ZPSA98RA75L6UBPQZC912JH85YD946GUBITWEQS6KQARUEME4,Sat Jan 02 05:44:22 PST 2016,Sat Jan 02 05:52:19 PST 2016,"""english""",filler,1,The men plays checkers in the park.,2,6599,in the zoo,sg, are,48
UXE51AAD19YUM5G52CZAU8WMCIM98VD5G90HMUQRJKUD8JAS2W,Sat Jan 02 05:44:22 PST 2016,Sat Jan 02 05:52:19 PST 2016,"""english""",target,1,There's a truck in the driveway.,6,3825,in the driveway,sg,'s,6
1F66YW6U76G5V4UMK2KZYQ3PJCRSJ97UVVIR8DWRJHC0UXV4C1,Sat Jan 02 05:44:22 PST 2016,Sat Jan 02 05:52:19 PST 2016,"""english""",filler,1,Some bicycles has to be fixed.,2,3239,in the driveway,sg,'s,7
ZO6V09C3A35B7DN8LK7FU7JU5PII394SPJF3LP1H6TDS35P69W,Sat Jan 02 05:44:22 PST 2016,Sat Jan 02 05:52:19 PST 2016,"""english""",filler,1,Children plays in this park all the time.,2,5281,in the driveway,sg,'s,4
UP906U09B92FS9Y7I9J990IIMA15HHZDSGXQAQTSC067O3V6CM,Sat Jan 02 05:44:22 PST 2016,Sat Jan 02 05:52:19 PST 2016,"""english""",filler,1,The politicians debated among themself in private.,6,4093,in the driveway,sg,'s,5
H0MJDM8RR7EVYT6DTUB3L2GIFVGR2Y4V1JQW0NO3UC5Q628MLE,Sat Jan 02 05:44:22 PST 2016,Sat Jan 02 05:52:19 PST 2016,"""english""",filler,1,My stereo have not worked for a while.,1,7113,in the driveway,sg,'s,2
1B0FXB82VSZ2TYLRHOEOI4RA51QNTFBW0WEFBV6AKJ2URZY73S,Sat Jan 02 05:44:22 PST 2016,Sat Jan 02 05:52:19 PST 2016,"""english""",filler,0,I gave the package to her yesterday.,6,7024,in the driveway,sg,'s,3
NNL84BNBVPTXCXV893572B5X44149MO086I5TZ25E8RWVC2RDY,Sat Jan 02 05:44:22 PST 2016,Sat Jan 02 05:52:19 PST 2016,"""english""",filler,0,His phone's screen is broken.,7,73518,in the driveway,sg,'s,1
XW6AW030HI43H37LGZ5GKK0OQWXKBLMDXTRZ8KRD848WJXB2S9,Sat Jan 02 05:44:22 PST 2016,Sat Jan 02 05:52:19 PST 2016,"""english""",filler,0,Some deer make a home for themselves around here.,6,7139,in the driveway,sg,'s,8
RSLVCPJMV3UJ2WBVKMM8ZVX9LRVYUP9251Q4JGC1JQVHSJDQ9V,Sat Jan 02 05:44:22 PST 2016,Sat Jan 02 05:52:19 PST 2016,"""english""",filler,1,The computers at the university costs thousands of dollars.,7,8223,in the driveway,sg,'s,9
8OFTZ1SKH5AV3PVH69X0LT199KEFGPH5IQQLI5RESFLADYFDOS,Sat Jan 02 05:44:22 PST 2016,Sat Jan 02 05:52:19 PST 2016,"""english""",filler,1,Every parent with a daughter loves she.,3,3882,in the driveway,sg,'s,14
F0WK6GH4JQOT82IX2VKUHMGR25JPBK6PNSOGXB4UOI48NVTJXR,Sat Jan 02 05:44:22 PST 2016,Sat Jan 02 05:52:19 PST 2016,"""english""",target,1,There are a chicken and a horse at this farm.,6,3661,at this farm,conj_sg, are,15
QMA40KSL4FFDW5LF2E7E5Z8RP57DQH7ZHM1MOAY7USYAFCARIE,Sat Jan 02 05:44:22 PST 2016,Sat Jan 02 05:52:19 PST 2016,"""english""",filler,0,Some managers suggested that we fire him.,6,4919,at this farm,conj_sg, are,16
DYNPTG8KP8A2M90LYEYPIZW5MMA391SCV2UK3XMH2ENBY5VB2A,Sat Jan 02 05:44:22 PST 2016,Sat Jan 02 05:52:19 PST 2016,"""english""",filler,1,A hawk is flying after she prey.,2,3497,at this farm,conj_sg, are,17
PYOHVFHB2V79O7D74163CIGEV51QK58MF8ILGXPFMJTTB63IMX,Sat Jan 02 05:44:22 PST 2016,Sat Jan 02 05:52:19 PST 2016,"""english""",filler,1,All of the students eats in the cafeteria.,2,3755,at this farm,conj_sg, are,10
ECGYL8N3Y4POKQQQCH7UKS2DYJARHR90LJ27IHX0VZUX0A8LP3,Sat Jan 02 05:44:22 PST 2016,Sat Jan 02 05:52:19 PST 2016,"""english""",target,1,There's ducks and a swan in the pond.,3,5139,in the pond,conj_pl,'s,11
QIL8HCKXGK6KXN0RZG2K8V8S4969S74GI2OG2SEP3N5YG26PJS,Sat Jan 02 05:44:22 PST 2016,Sat Jan 02 05:52:19 PST 2016,"""english""",filler,1,Every government official plan to attend the meeting.,3,10757,in the pond,conj_pl,'s,12
O0A6AQ29FMW2N1A0DW2O3PEZW8H4J4Y7DE6I49JDF1GRC3ZRTD,Sat Jan 02 05:44:22 PST 2016,Sat Jan 02 05:52:19 PST 2016,"""english""",filler,1,All of the books on the shelf belong to she.,3,4182,in the pond,conj_pl,'s,13
DETVAOD57GK831TFUKDRP8CRBQJJOG8LT248YWOWK9GDQ1PNBC,Sat Jan 02 05:44:22 PST 2016,Sat Jan 02 05:52:19 PST 2016,"""english""",filler,0,An apple fell from the tree and hit me.,6,3744,in the pond,conj_pl,'s,36
38RJJJBPE7BYRRMLCYDXZQSDZZL0VGXYOC47TMTUXF6OR66Q22,Sat Jan 02 05:44:22 PST 2016,Sat Jan 02 05:52:19 PST 2016,"""english""",filler,1,The jacket fit he well.,2,3509,in the pond,conj_pl,'s,37
E3GU8R3LINR3OPQML0O9U29VMGDRQPE3KXA4STGLGAZ6KNJ1MA,Sat Jan 02 05:44:22 PST 2016,Sat Jan 02 05:52:19 PST 2016,"""english""",filler,0,Some foxes live in the woods behind my house.,6,4835,in the pond,conj_pl,'s,34
UQE8PV6A15BB9IQF3QFSN5P4VATFOBTVO2NLYZWZE5MG57423S,Sat Jan 02 05:44:22 PST 2016,Sat Jan 02 05:52:19 PST 2016,"""english""",target,0,There is a cat in this house.,6,15916,in this house,sg, is,35
7ENM2COJKL2TW4R83JUXB0TJF8X1R9E0NF3U7I1Z35E8CEGWKG,Sat Jan 02 05:44:22 PST 2016,Sat Jan 02 05:52:19 PST 2016,"""english""",filler,0,A male lion has a large mane.,6,3178,in this house,sg, is,18
2SADQB61SP78CG3NTBSAOSI2W3NT2JUQIT2VTYOKJHPR8B47SN,Sat Jan 02 05:44:22 PST 2016,Sat Jan 02 05:52:19 PST 2016,"""english""",target,0,There's a table and a chair in the lounge.,4,9592,in the lounge,conj_sg,'s,19
M9PDV2L3TT8ZMTJJBZTWZ5RVYGL4MODPVQRA0Y24171W63O56B,Sat Jan 02 05:44:22 PST 2016,Sat Jan 02 05:52:19 PST 2016,"""english""",target,0,There is trees in the yard.,2,2728,in the yard,pl, is,30
O5RTPQGOQTB9I155TX7DB5RVV2LXTD6IYXJKEJQ5PEZI7QPIF6,Sat Jan 02 05:44:22 PST 2016,Sat Jan 02 05:52:19 PST 2016,"""english""",filler,0,The televisions that she owns are broken.,6,5777,in the yard,pl, is,31
R5KW3604P8EZ9WBTPUX4A8BFWIPR9MEREAKTUJZ8LGVG8HWBCI,Sat Jan 02 05:44:22 PST 2016,Sat Jan 02 05:52:19 PST 2016,"""english""",target,0,There is turtles and a shark at the aquarium.,3,4610,at the aquarium,conj_pl, is,38
V4A1MB74D0M3QX9ZRYPI0NXE1LLBMKINB7RQFF1MD11Y6CEXK5,Sat Jan 02 05:44:22 PST 2016,Sat Jan 02 05:52:19 PST 2016,"""english""",filler,0,Every dolphin likes to play.,6,2889,at the aquarium,conj_pl, is,51
K1HF0KHO0ADVOKN7BRVU0SPZ09A8L18NID5JQWGV4AFQ6V5MNI,Sat Jan 02 05:44:22 PST 2016,Sat Jan 02 05:52:19 PST 2016,"""english""",filler,0,All of the doctors said that she was healthy.,6,4484,at the aquarium,conj_pl, is,32
KQ8XX3NS36AHKHWM1IURMT2GY7U085DD89H9INIV8SDHVQFRUU,Sat Jan 02 05:44:22 PST 2016,Sat Jan 02 05:52:19 PST 2016,"""english""",filler,0,All of the birds sleep on my roof.,6,3397,at the aquarium,conj_pl, is,52
9S2L7HF86EC1K00KK28BXXBDCYQB7VMMURFSK975GFD1HT7MCA,Sat Jan 02 05:46:18 PST 2016,Sat Jan 02 05:52:28 PST 2016,"""English""",target,,There are a duck in the pond.,2,5024,in the pond,sg, are,50
5383P5Z5OBBWAZHWWU8JUUPUK9C0EZRUJBNJRLFKR1ACOAF3XD,Sat Jan 02 05:46:18 PST 2016,Sat Jan 02 05:52:28 PST 2016,"""English""",filler,0,The men play checkers in the park.,7,6648,in the pond,sg, are,33
8ZWO3DMOBILB6EXO1KJHJH9LBED7RA56VIRV22CGVQ8UKW9DJT,Sat Jan 02 05:46:18 PST 2016,Sat Jan 02 05:52:28 PST 2016,"""English""",filler,0,All of the mice were in their cages.,7,6806,in the pond,sg, are,39
CAQC0JZWRM32IU02HPOT52EI2HUWASSH2FOKRCN28JECFE42W7,Sat Jan 02 05:46:18 PST 2016,Sat Jan 02 05:52:28 PST 2016,"""English""",filler,0,All of the airplanes take off from this runway.,2,5603,in the pond,sg, are,29
K4WEDEZFV9J8EYMWPIOZX9R31DJEUQSRXK0B6A2G1DQDZ7RNC5,Sat Jan 02 05:46:18 PST 2016,Sat Jan 02 05:52:28 PST 2016,"""English""",filler,1,An apple fell from the tree and hit I.,1,5411,in the pond,sg, are,28
FB8VVL2YUN6LMNY255KDJ04KUXV2FOXVIH3UTCYVMNF92P9QV0,Sat Jan 02 05:46:18 PST 2016,Sat Jan 02 05:52:28 PST 2016,"""English""",filler,0,A male lion has a large mane.,7,4259,in the pond,sg, are,25
YBS61RNXF6ILU0Q37VULBEAM61BTNW3FXMJBSZ3300B1852W19,Sat Jan 02 05:46:18 PST 2016,Sat Jan 02 05:52:28 PST 2016,"""English""",filler,0,Every house in the neighborhood has internet access.,7,5222,in the pond,sg, are,24
8E7QGPWVUK1L48O0Y2T6ZQG3V2Q73CCXYXDIX32IPQI630WA6A,Sat Jan 02 05:46:18 PST 2016,Sat Jan 02 05:52:28 PST 2016,"""English""",filler,1,The jacket fit he well.,1,9446,in the pond,sg, are,27
6AG5BHP7ETB3UI2LMZYOQAOTSZUCDS0F2F748YAT63DXWLSF5T,Sat Jan 02 05:46:18 PST 2016,Sat Jan 02 05:52:28 PST 2016,"""English""",target,1,There's magazines on the table.,3,7748,on the table,pl,'s,26
D0YBQD85RRKC67TRS5XX67F4A5CIA569UJOGTMDR5J4GVKRTFZ,Sat Jan 02 05:46:18 PST 2016,Sat Jan 02 05:52:28 PST 2016,"""English""",filler,1,Some managers suggested that we fire he.,2,4134,on the table,pl,'s,21
FT2W4E6ETEMBHJ7RHHCD5VS1F92ALSPDCO97GRKM1UYKZYJGBV,Sat Jan 02 05:46:18 PST 2016,Sat Jan 02 05:52:28 PST 2016,"""English""",filler,1,A teacher have to be present during the exam.,2,4601,on the table,pl,'s,20
51LB2M7015HQUTDQ0Z2H7I1AX27MRVUJ5OMU99EVBKNV2EF18J,Sat Jan 02 05:46:18 PST 2016,Sat Jan 02 05:52:28 PST 2016,"""English""",target,1,There is a cat and a dog in this house.,6,9902,in this house,conj_sg, is,23
J8ZDO32731UV0NX3WDGCT7UFRWTIDZ4BXP57Z56CU942JRRZN9,Sat Jan 02 05:46:18 PST 2016,Sat Jan 02 05:52:28 PST 2016,"""English""",filler,1,All of the students eats in the cafeteria.,2,4978,in this house,conj_sg, is,22
8IIQ40RG8OR98I30IW1X5YATYAMWS15PVRCUTSJ6X6SDLBJDZ2,Sat Jan 02 05:46:18 PST 2016,Sat Jan 02 05:52:28 PST 2016,"""English""",filler,1,Every spider scares I.,1,5179,in this house,conj_sg, is,47
D3K685VSNWZMOBZBCC4KDUC8DK11B2PP3P7M4PYVQCTUOTO7FT,Sat Jan 02 05:46:18 PST 2016,Sat Jan 02 05:52:28 PST 2016,"""English""",target,1,There is restaurants on this block.,2,4635,on this block,pl, is,46
AKGJ57591Y1GO9150928NVZYY1JZVG9QF52YI8VURA773040BO,Sat Jan 02 05:46:18 PST 2016,Sat Jan 02 05:52:28 PST 2016,"""English""",filler,1,The skunks loves to spray me.,3,9615,on this block,pl, is,45
WUQCAJ7WOB50RC37GDUGCZLVBK37IR3LMFYJU93KOL6MAR3TEK,Sat Jan 02 05:46:18 PST 2016,Sat Jan 02 05:52:28 PST 2016,"""English""",filler,1,The snake is I favorite animal.,1,4891,on this block,pl, is,44
OEWYGZALXKI0KTJKCAKU9VVAQKRE2D13S2IWFEOR2NIRJP65GM,Sat Jan 02 05:46:18 PST 2016,Sat Jan 02 05:52:28 PST 2016,"""English""",filler,1,A backpack carry all of my textbooks.,2,7142,on this block,pl, is,43
48C7FV8G0IBZPJI012DPZXSOF0UKNKWJ3SQF0G1XBAIR1NRZEH,Sat Jan 02 05:46:18 PST 2016,Sat Jan 02 05:52:28 PST 2016,"""English""",target,1,There's a chicken and a horse at this farm.,6,5659,at this farm,conj_sg,'s,42
D342F4NNEAC3P1DGTQ6844PTPPKD879AATWZR0RA5NS0NAH7XU,Sat Jan 02 05:46:18 PST 2016,Sat Jan 02 05:52:28 PST 2016,"""English""",filler,0,The politicians debated among themselves in private.,7,4154,at this farm,conj_sg,'s,41
VZ460FOQAJE0NVRV0V1CXZBZ87Y2Z66RO6KOA735TNNZE9BOUV,Sat Jan 02 05:46:18 PST 2016,Sat Jan 02 05:52:28 PST 2016,"""English""",filler,0,Some clothes of yours ended up in my laundry.,7,5460,at this farm,conj_sg,'s,40
PSF8C5YVBJ14RATEPEC7YRQWY0MZSNMBAEX6WDDJ5N0QCYS02N,Sat Jan 02 05:46:18 PST 2016,Sat Jan 02 05:52:28 PST 2016,"""English""",filler,1,Every dish him cooks is delicious.,2,6840,at this farm,conj_sg,'s,49
B2W8MYY4MRC99SMGIRVTHV7AUQNBRZTCNGK07OABND5AF7WK0S,Sat Jan 02 05:46:18 PST 2016,Sat Jan 02 05:52:28 PST 2016,"""English""",filler,0,The landlord told me that my lease was up.,7,5615,at this farm,conj_sg,'s,48
DDB7WDS192IQX151AXNZB58M01BEF9RGIWKGLYGGJDQNPNLN0L,Sat Jan 02 05:46:18 PST 2016,Sat Jan 02 05:52:28 PST 2016,"""English""",target,0,There are trucks in the driveway.,7,5030,in the driveway,pl, are,6
FSR8PCK1SKH3WM71TJG3NGU3VNT8FROO481TKLFL8LXWHM24TP,Sat Jan 02 05:46:18 PST 2016,Sat Jan 02 05:52:28 PST 2016,"""English""",filler,1,Every government official plan to attend the meeting.,2,5112,in the driveway,pl, are,7
5AN1JP8GXKCLKJ0YE5MM1OSLKKNBCOW772MI8CWMKVODNJZL56,Sat Jan 02 05:46:18 PST 2016,Sat Jan 02 05:52:28 PST 2016,"""English""",filler,0,My stereo has not worked for a while.,7,6545,in the driveway,pl, are,4
A5ZASGBY0LY6DMNWXFK8GISV4XR0QS1GC882WMLG2EDS9FV4I4,Sat Jan 02 05:46:18 PST 2016,Sat Jan 02 05:52:28 PST 2016,"""English""",filler,0,The televisions that she owns are broken.,2,5691,in the driveway,pl, are,5
IC6SXA7JV70BI2G0NWR4FLGSPM39IYA5KQLZCXY47VQ2ROJ7R2,Sat Jan 02 05:46:18 PST 2016,Sat Jan 02 05:52:28 PST 2016,"""English""",filler,1,I gave the package to she yesterday.,2,7274,in the driveway,pl, are,2
PWCU7KVL0D3J6CKJ7YJALXAZHWSQ706YLBQ5NQZYP5NC291MMA,Sat Jan 02 05:46:18 PST 2016,Sat Jan 02 05:52:28 PST 2016,"""English""",filler,1,Children plays in this park all the time.,2,15920,in the driveway,pl, are,3
0GNOA4DWQM28HPJCOLFVEOHNVW0X6PXSHSQH3B0B6UKEST1KE4,Sat Jan 02 05:46:18 PST 2016,Sat Jan 02 05:52:28 PST 2016,"""English""",filler,0,His phone's screen is broken.,7,9475,in the driveway,pl, are,1
FMQATZWRJE82BY8KBKWHBA4PESQXRJSERMR2LYOWS2O84VL8PU,Sat Jan 02 05:46:18 PST 2016,Sat Jan 02 05:52:28 PST 2016,"""English""",filler,0,All of the doctors said that she was healthy.,7,5590,in the driveway,pl, are,8
4UOLS5QYYXOUD6YEHU9SR9XX681XX33Z9NBZ9EDWHBH8EA9PN6,Sat Jan 02 05:46:18 PST 2016,Sat Jan 02 05:52:28 PST 2016,"""English""",filler,0,The computers at the university cost thousands of dollars.,7,4396,in the driveway,pl, are,9
VFVWDJP6SQCL0C9PLDDFS85ZEMWCE2M2UIF285ZMMWC1S244QA,Sat Jan 02 05:46:18 PST 2016,Sat Jan 02 05:52:28 PST 2016,"""English""",target,0,There is a pigeon on the sidewalk.,7,4106,on the sidewalk,sg, is,14
0N0L9HETSJUNU3WYWXC0CKZ9M1F3758D635NPNCA1L64JYLCX4,Sat Jan 02 05:46:18 PST 2016,Sat Jan 02 05:52:28 PST 2016,"""English""",filler,0,The employee has come in late every day.,7,5334,on the sidewalk,sg, is,15
7PI6LVNUMW6XW0BFAUOKZ7THVY9CMBNM1M3FPG210MFP0EW4W7,Sat Jan 02 05:46:18 PST 2016,Sat Jan 02 05:52:28 PST 2016,"""English""",filler,1,The stapler require extra-large staples.,2,6622,on the sidewalk,sg, is,16
U6OPLIKYNTT7T38OXFWW5LTVPTZ1WIPQHSDNBVD34H3L3MWMLC,Sat Jan 02 05:46:18 PST 2016,Sat Jan 02 05:52:28 PST 2016,"""English""",filler,0,A basketball player was cut from the team because he did not come to practice.,7,29691,on the sidewalk,sg, is,17
QOCW87TKE5F1KTYT94CSKBHUS9DM3ABPPOL74JP5WYOE8CFF2E,Sat Jan 02 05:46:18 PST 2016,Sat Jan 02 05:52:28 PST 2016,"""English""",target,0,There are a giraffe and a panda in the zoo.,3,14905,in the zoo,conj_sg, are,10
DLCO1GM3CCZCI20ZNTV6QV5E4L92VGRAHNCA9A3PYW4JB5LRDC,Sat Jan 02 05:46:18 PST 2016,Sat Jan 02 05:52:28 PST 2016,"""English""",filler,1,Every parent with a daughter loves she.,2,6725,in the zoo,conj_sg, are,11
P62GG4V2PGJADBE8UC4SJPGOIGQC6X1E5CHRVSHQXKCVXHT20U,Sat Jan 02 05:46:18 PST 2016,Sat Jan 02 05:52:28 PST 2016,"""English""",filler,0,The elephant has a long trunk.,7,3055,in the zoo,conj_sg, are,12
OOXAC0Y59YCKMU0B7LD3AXH57TVOZQV5PUHN1W2KJP0TLT4D5A,Sat Jan 02 05:46:18 PST 2016,Sat Jan 02 05:52:28 PST 2016,"""English""",filler,0,Some bicycles have to be fixed.,7,4219,in the zoo,conj_sg, are,13
PT9VFZE295WT8QCL0G1I4SRTX146X92TWN26EDUL5I0R8BGVY0,Sat Jan 02 05:46:18 PST 2016,Sat Jan 02 05:52:28 PST 2016,"""English""",filler,1,All of the birds sleeps on my roof.,2,5149,in the zoo,conj_sg, are,36
SALXCK2RJ9E91Z3ZP6SAYA2D12Q7VTLMGXXBSKW8Z1J0XSSKA6,Sat Jan 02 05:46:18 PST 2016,Sat Jan 02 05:52:28 PST 2016,"""English""",filler,1,All of the books on the shelf belong to she.,1,7607,in the zoo,conj_sg, are,37
8OF0IFUNLIZVZY85ZGWNGNJPXQUZY5V329GA4ZJ7X5QWQR00O2,Sat Jan 02 05:46:18 PST 2016,Sat Jan 02 05:52:28 PST 2016,"""English""",target,1,There's trees and a bush in the yard.,6,6816,in the yard,conj_pl,'s,34
ENRDKJUYHOS5TIWTVPXMBKIGKQES04IUUU4DDGFFJI7E8076HW,Sat Jan 02 05:46:18 PST 2016,Sat Jan 02 05:52:28 PST 2016,"""English""",filler,0,A hawk is flying after its prey.,7,6205,in the yard,conj_pl,'s,35
LS0AEEPQ8LYOHM9MSAAYJQUKSIK3RP3HVM3BWM1A4W99HN2N63,Sat Jan 02 05:46:18 PST 2016,Sat Jan 02 05:52:28 PST 2016,"""English""",filler,0,Every dolphin likes to play.,7,3346,in the yard,conj_pl,'s,18
JFPDYRPD01150F16ZTEL9DZPLAAPRSMIBXOHKVFDPWRA2XGZSL,Sat Jan 02 05:46:18 PST 2016,Sat Jan 02 05:52:28 PST 2016,"""English""",target,0,There's a pillow on top of the bed.,7,5024,on top of the bed,sg,'s,19
5WOJEHA7Z1FW1WOMT7FM6JN8791R3DR60CP0E2SVZH1HHZ0CJF,Sat Jan 02 05:46:18 PST 2016,Sat Jan 02 05:52:28 PST 2016,"""English""",filler,0,Some deer make a home for themselves around here.,7,8873,on top of the bed,sg,'s,30
SDAFVQLB0U2CRLG24CQHZH3NUW0Z7ISUTSGM7O4GXHL90TEOFQ,Sat Jan 02 05:46:18 PST 2016,Sat Jan 02 05:52:28 PST 2016,"""English""",target,0,There are turtles and a shark at the aquarium.,7,5106,at the aquarium,conj_pl, are,31
4ZWCQC429XYKVSUR7DVRGRLLVLH93RSNBWE56CZGMBONHEG9EO,Sat Jan 02 05:46:18 PST 2016,Sat Jan 02 05:52:28 PST 2016,"""English""",target,0,There is tables and a chair in the lounge.,6,6075,in the lounge,conj_pl, is,38
JJPHFMXXDQHDKK1HARNIBCPXPMG1K0VRGTNNVXID7D548SSJX7,Sat Jan 02 05:46:18 PST 2016,Sat Jan 02 05:52:28 PST 2016,"""English""",filler,1,Some women runs the shop.,2,4589,in the lounge,conj_pl, is,51
09TI1YC9HRVXTCOSX2X9IOD86253ODMQ33I2HEL3VRDCTYCOAG,Sat Jan 02 05:46:18 PST 2016,Sat Jan 02 05:52:28 PST 2016,"""English""",filler,1,The gophers were asleep in it holes.,2,8507,in the lounge,conj_pl, is,32
1E2VI8XN438HLR4KCSFBESC6Z5WB8TJ7GFTXEH9ZX110QCSKGQ,Sat Jan 02 05:46:18 PST 2016,Sat Jan 02 05:52:28 PST 2016,"""English""",filler,1,Some foxes lives in the woods behind my house.,2,5004,in the lounge,conj_pl, is,52
B4Z3FO4L9AWT90U7UIGCROIIH5HZ9P3VIGZ4WPWUCBLWT6HOS0,Sat Jan 02 05:48:44 PST 2016,Sat Jan 02 05:52:53 PST 2016,"""English""",filler,0,A male lion has a large mane.,7,2328,,,,50
4BG16X2SUT4HU0CXLTDPMT4M77F07FFGU9XU0CEBUK91SY0N8I,Sat Jan 02 05:48:44 PST 2016,Sat Jan 02 05:52:53 PST 2016,"""English""",filler,0,Some women run the shop.,7,3170,,,,33
JVJ20DG0FQ32S1TS2JGEG2AO53GHLRQSA4DWGDTMMHWHJ6N7MX,Sat Jan 02 05:48:44 PST 2016,Sat Jan 02 05:52:53 PST 2016,"""English""",target,0,There is a chicken and a horse at this farm.,7,3987,at this farm,conj_sg, is,39
XIN7G3YGXH2RJDMVNU02C4QI4RO45JOD6FFOS7DLYKO4BUKNV2,Sat Jan 02 05:48:44 PST 2016,Sat Jan 02 05:52:53 PST 2016,"""English""",filler,0,The landlord told me that my lease was up.,7,4740,at this farm,conj_sg, is,29
DZGDK2TPOQYRJQ33P22XNA5A1RHJP39F3N7W4LKT1WDPU2HRU4,Sat Jan 02 05:48:44 PST 2016,Sat Jan 02 05:52:53 PST 2016,"""English""",filler,1,Every house in the neighborhood have internet access.,3,4165,at this farm,conj_sg, is,28
1IRRKD8T8PQX8AI1YSCPCAWWHD7IUS5RFIWULIXE9DZR7K7QJ5,Sat Jan 02 05:48:44 PST 2016,Sat Jan 02 05:52:53 PST 2016,"""English""",filler,0,All of the airplanes take off from this runway.,7,4606,at this farm,conj_sg, is,25
HYV9WNYIVMYBHYTFO4HJM928T382RXA4L0Z3OW632N20EBHO6V,Sat Jan 02 05:48:44 PST 2016,Sat Jan 02 05:52:53 PST 2016,"""English""",filler,0,A teacher has to be present during the exam.,7,2344,at this farm,conj_sg, is,24
ZCI8CWZXZY9OPBOEDLSMG49KAAGOYOQ9QUP3J1BAJHS2LOMU8T,Sat Jan 02 05:48:44 PST 2016,Sat Jan 02 05:52:53 PST 2016,"""English""",filler,1,Some clothes of you ended up in my laundry.,1,2661,at this farm,conj_sg, is,27
Z7HKVQSSN9YQ4OMEVLBW4DT1OOB7ZZC359I65ITPUR6FP1R57G,Sat Jan 02 05:48:44 PST 2016,Sat Jan 02 05:52:53 PST 2016,"""English""",target,1,There are a duck and a swan in the pond.,2,6222,in the pond,conj_sg, are,26
RTTK8GGVEQGXMTBRMO6XVZNMV56E2E2GKOVHGGAFE8GKSI14OC,Sat Jan 02 05:48:44 PST 2016,Sat Jan 02 05:52:53 PST 2016,"""English""",filler,1,All of the birds sleeps on my roof.,3,5621,in the pond,conj_sg, are,21
VSOYY4U7PWSRFDKQSKVATLRPO45DW379GR4T2ESI638OMOMY5L,Sat Jan 02 05:48:44 PST 2016,Sat Jan 02 05:52:53 PST 2016,"""English""",filler,1,The jacket fit he well.,3,2559,in the pond,conj_sg, are,20
K75JWNJ7L414OJ3A6T67S6GI7DJWTI6Y88Q1ZDNCQFBBR9I8HE,Sat Jan 02 05:48:44 PST 2016,Sat Jan 02 05:52:53 PST 2016,"""English""",filler,0,A hawk is flying after its prey.,7,2782,in the pond,conj_sg, are,23
A7DB5VC8TT6RJRMS62CEQNILDZYIXC9FWARL2G8N1PACJJD2EH,Sat Jan 02 05:48:44 PST 2016,Sat Jan 02 05:52:53 PST 2016,"""English""",target,0,There is pigeons on the sidewalk.,2,3595,on the sidewalk,pl, is,22
5K9W02813OJ0690JBCXFQ3KNT8AAR9X21UBS9VGK3VM5OZKKA0,Sat Jan 02 05:48:44 PST 2016,Sat Jan 02 05:52:53 PST 2016,"""English""",target,0,There is a restaurant on this block.,7,3542,on this block,sg, is,47
DJLV9OGFIJC49M2IER9TZDLMOOPGISGI4OYG6TW9SLNSQSR34G,Sat Jan 02 05:48:44 PST 2016,Sat Jan 02 05:52:53 PST 2016,"""English""",filler,1,Every government official plan to attend the meeting.,2,6952,on this block,sg, is,46
77J7EEUOYZTY1KFX909K532TEWJ98XEFJVJ0XOOPQEK7PYH0QB,Sat Jan 02 05:48:44 PST 2016,Sat Jan 02 05:52:53 PST 2016,"""English""",filler,0,The snake is my favorite animal.,5,2713,on this block,sg, is,45
O30GKFIV1H81U8L3E3LQN1LAY1P3RKBA7ZHZ4A29WWER0JXK45,Sat Jan 02 05:48:44 PST 2016,Sat Jan 02 05:52:53 PST 2016,"""English""",filler,0,A basketball player was cut from the team because he did not come to practice.,7,4527,on this block,sg, is,44
X9ZNFZC41ZMFJG5FDD22BC353ZOCE3KX6POD1Y0SLLUT62YQY1,Sat Jan 02 05:48:44 PST 2016,Sat Jan 02 05:52:53 PST 2016,"""English""",target,0,There's giraffes and a panda in the zoo.,7,4802,in the zoo,conj_pl,'s,43
8EIK5PE71B94GQ9CU8RGUL0F4XGJB3GUK3JAQDYLXI8238O6EP,Sat Jan 02 05:48:44 PST 2016,Sat Jan 02 05:52:53 PST 2016,"""English""",filler,0,Some deer make a home for themselves around here.,7,3306,in the zoo,conj_pl,'s,42
0HJ2U3YGQQE884QFVZYYT14B427XNWGP9JRUOYKR9ZM46NWP91,Sat Jan 02 05:48:44 PST 2016,Sat Jan 02 05:52:53 PST 2016,"""English""",filler,1,The skunks loves to spray me.,7,3248,in the zoo,conj_pl,'s,41
JHYL8CPUFSPXGK1JX52ZRT3FKRWD6HK20PQ9EL65L936RPNAKH,Sat Jan 02 05:48:44 PST 2016,Sat Jan 02 05:52:53 PST 2016,"""English""",filler,1,All of the doctors said that her was healthy.,1,3892,in the zoo,conj_pl,'s,40
7V38BHM5HCRT5JZ1GYBLPNRH7D59QBZ74GLLYSX90S4VB1S544,Sat Jan 02 05:48:44 PST 2016,Sat Jan 02 05:52:53 PST 2016,"""English""",filler,0,The televisions that she owns are broken.,7,4889,in the zoo,conj_pl,'s,49
VAZDHYO9B4E7QJBJST3L4ML2B7BQ4W1HP4ZCKPIYAXZVYX7KS9,Sat Jan 02 05:48:44 PST 2016,Sat Jan 02 05:52:53 PST 2016,"""English""",filler,0,All of the books on the shelf belong to her.,7,2721,in the zoo,conj_pl,'s,48
